dyadid,location,sideb,gtd_gname,gname_match,coder,type,sidea,gwnoa,startyear,startyear2,finalyear,source,notes,crosswalk,notmissing,conflictid,sideb_gtd_additional,notes_sideb_gtd_id,mar_notes,vpfcomments913,rfm_notes,actorissue
448,Iraq,ISIS,Tehrik-i-Taliban Pakistan (TTP),10,Miles,4,Government of Iraq,645,2004,2004,2012,D2013,"DyadID 768 : SideB is TTP, which is the same as gname ""Tehrik-i-Taliban Pakistan (TTP)."" This is a dyad in ConflictID 209 with Pakistan and is not an Iraq dyad.",0,NA,,,,,,,
448,Iraq,ISIS,Unknown,13,Miles,4,Government of Iraq,645,2004,2004,2012,,,0,NA,,,,,,,
448,Iraq,ISIS,al-Naqshabandiya Army,-99,Miles,4,Government of Iraq,645,2004,2004,2012,Other,"Gname ""Supreme Command for Jihad and Liberation"" stands for the group also known as _Army of the Men of the Naqshbandi Order, ""Jaysh al-Tariqa al-Naqshbandia (JRTN),"" and gname ""al-Naqshabandiya Army.""  This is a large Sunni Ba'ath insurgent group, founded by former Saddam loyalist Izzat Ibrahim al-Douri. The group reportedly maintains a political wing, ""Intifada Ahrar al-Iraq."" Although it is a Sunni group, it has made conciliatory gestures towards Shi'a groups and at times has a hostile relationship to Ansar al-Islam and ISI.  http://jihadology.net/2014/01/23/musings-of-an-iraqi-brasenostril-on-jihad-comprehensive-reference-guide-to-sunni-militant-groups-in-iraq/; http://www.al-moharer.net/moh274/kanaan_amin274.htm; https://www.stanford.edu/group/mappingmilitants/cgi-bin/groups/view/75; http://www.cbsnews.com/news/al-naqshabandiya-army-announces-creation-of-jihadi-awakening-councils/",0,NA,,,,,,,
451,India,CPI-Maoist,Achik National Volunteer Council-B (ANVC-B),11,radwan,3,Government of India,750,NA,NA,NA,tops,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=3547,0,NA,,,,,,,
451,India,CPI-Maoist,Adivasi Cobra Militants of Assam (ACMA),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,"TOPS lists them as Adivasi Cobra Force (ACF) from Assam AND the book ""Troubled Periphery: The Crisis of India's North East"" by Bhaumik calls them ACMA",0,NA,,,,,,,
451,India,CPI-Maoist,Adivasi National Liberation Army (ANLA),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP The All Adivasi National Liberation Army (AANLA) was formed in the second half of 2006. Police sources have indicated that the ULFA played a significant role in its formation. http://satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/AANLA.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Adivasi People's Army (APA),-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/adivasi-peoples-army-apa-india TRAC recognizes them but it seems that they are the same asn the ANLA which is a splinter group of ULFA AND Known to work with ULFA and NSCN-IM  http://satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/AANLA.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Al Nasirin (India),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://www.cfr.org/pakistan/lashkar-e-taiba-army-pure-aka-lashkar-e-tayyiba-lashkar-e-toiba-lashkar--taiba/p17882,0,NA,,,,,,,
451,India,CPI-Maoist,Al-Arifeen,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://connection.ebscohost.com/c/articles/24695647/al-arifeen,0,NA,,,,,,,
451,India,CPI-Maoist,Al-Badr,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/Al_badr.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Al-Fajr,-99,Morgan,3,Government of India,750,2004,2005,2012,,"However, it seems that they are Islamists http://en.wikipedia.org/wiki/Al-Fajr_(sura)",0,NA,,,,,,,
451,India,CPI-Maoist,Al-Madina,11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=3697,0,NA,,,,,,,
451,India,CPI-Maoist,Al-Mansoorian,11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=3553,0,NA,,,,,,,
451,India,CPI-Maoist,Al-Nasireen Group,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://articles.economictimes.indiatimes.com/2004-06-15/news/27384821_1_militant-outfit-indian-tourists-al-nasireen,0,NA,,,,,,,
451,India,CPI-Maoist,Al-Shuda Brigade,-99,radwan,3,Government of India,750,NA,NA,NA,TRAC,http://www.trackingterrorism.org/group/al-shuda-brigade,0,NA,,,,,,,
451,India,CPI-Maoist,All India Anna Dravida Munetra Kazgan Party,11,Morgan,3,Government of India,750,2004,2005,2012,,AI ADMK is a political party http://eci.nic.in/eci_main/ElectoralLaws/OrdersNotifications/ElecSym19012013_eng.pdf,0,NA,,,,,,,
451,India,CPI-Maoist,All Kamatapur Liberation Force,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/Klo.htm,0,NA,,,,,,,
451,India,CPI-Maoist,All Tripura Tiger Force (ATTF),11,Morgan,3,Government of India,750,2004,2005,2012,CGS,CGS p.481 lists them as All Tripura Tribal Force. d2013 dyadid 262 . They were formed in 1990 from more extreme elements of Tripura National Volunteers (TNV) d2013 515 who signed a peace treaty in 1988 http://www.satp.org/satporgtp/countries/india/states/tripura/terrorist_outfits/attf.htm says that they changed their name in 1992; same group.,0,NA,,,,,,,
451,India,CPI-Maoist,Babbar Khalsa International (BKI),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4568,0,NA,,,,,,,
451,India,CPI-Maoist,Bengali Sangram Mukti Bahini,-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/bengali-sangram-mukti-bahini,0,NA,,,,,,,
451,India,CPI-Maoist,Bhumi Uchched Pratirodh Committee (BUPC),11,Morgan,3,Government of India,750,2004,2005,2012,,Possibly an anti displacement group in West Bengal http://www.amnesty.org/fr/library/asset/ASA20/020/2007/fr/ab2ecff0-d357-11dd-a329-2f46302a8cc6/asa200202007en.pdf,0,NA,,,,,,,
451,India,CPI-Maoist,Black Widows,10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 765,0,NA,,,,,,,
451,India,CPI-Maoist,Bodo Liberation Tigers (BLT),11,Morgan,3,Government of India,750,2004,2005,2012,CGS,CSS p.574 calls them Bodo Liberation Tiger Force (BLTF). SATP calls the both. BLT signed a Peace treaty with the state in 2003 creating the Bodoland Territorial Council (BTC) the semi-autonomous area.  http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/bltf.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Bodo People’s Front (BPF),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,BPF is a political party http://www.bpfassam.in/home.asp,0,NA,,,,,,,
451,India,CPI-Maoist,Boko Haram,10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 793,0,NA,,,,,,,
451,India,CPI-Maoist,Bru National Liberation Front (BNLF),11,radwan,3,Government of India,750,NA,NA,NA,SATP,http://www.satp.org/satporgtp/countries/india/states/mizoram/terrorist_outfits/BNLF.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Citizen's Rights Protection Volunteers,-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/citizens-rights-protection-volunteers,0,NA,,,,,,,
451,India,CPI-Maoist,Communist Party of India - Maoist (CPI-Maoist),0,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 451,0,NA,,,,,,,
451,India,CPI-Maoist,Communist Party of India- Marxist,10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 690,0,NA,,,,,,,
451,India,CPI-Maoist,Communist Party of India- Marxist-Leninist,10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 690,0,NA,,,,,,,
451,India,CPI-Maoist,Communist Party of Nepal-Maoist (Baidya),10,radwan,3,Government of India,750,NA,NA,NA,D2013,dyadID: 349,0,NA,,,,,,,
451,India,CPI-Maoist,Coordination Committee (CORCOM),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"the Coordination Committee (CORCOM) SATP: CorCom, the conglomerate body of seven militant outfits namely KCP, KYKL, PREPAK, PREPAK-Pro, RPF, UNLF and UPPK",0,NA,,,,,,,
451,India,CPI-Maoist,Deccan Mujahideen,-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/deccan-mujahideen,0,NA,,,,,,,
451,India,CPI-Maoist,Dima Halao Daoga (DHD),11,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 765,0,NA,,,,,,,
451,India,CPI-Maoist,Free Papua Movement (OPM-Organisasi Papua Merdeka),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 498,0,NA,,,,,,,
451,India,CPI-Maoist,Garo National Liberation Army,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,Political party http://en.wikipedia.org/wiki/Gorkha_National_Liberation_Front,0,NA,,,,,,,
451,India,CPI-Maoist,Gunmen,13,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Haqqani Network,11,Morgan,3,Government of India,750,2004,2005,2012,TRAC,Haqqani Network is in Afghanistan BUT it is not listed in UCDP or d2013 TRAC http://www.trackingterrorism.org/group/haqqani-network,0,NA,,,,,,,
451,India,CPI-Maoist,Harakat ul-Mujahidin (HuM),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=50,0,NA,,,,,,,
451,India,CPI-Maoist,Harkatul Jihad-e-Islami,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/HuJI.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Hill Tiger Force (HTF),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP It is small group in Assam http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/index.html,0,NA,,,,,,,
451,India,CPI-Maoist,Hizballah,10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID p.643,0,NA,,,,,,,
451,India,CPI-Maoist,Hizbul Mujahideen (HM),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/hizbul_mujahideen.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Hmar People's Convention-Democracy (HPC-D),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP http://www.satp.org/satporgtp/countries/india/states/mizoram/terrorist_outfits/HPC_D.htm  Since April 1987, the HPC waged an armed struggle for autonomy, which touched extreme levels of violence towards 1991. Hmar cadres abducted tea executives and triggered off a spate of extortions in the Hmar inhabited areas of the States of Mizoram, Assam and Manipur.",0,NA,,,,,,,
451,India,CPI-Maoist,Hynniewtrep National Liberation Council (HNLC),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/meghalaya/terrorist_outfits/hnlc.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Indian Mujahideen,-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/indian-mujahideen,0,NA,,,,,,,
451,India,CPI-Maoist,Islamic Front,11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,Probably the JK Islamic Front http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4081,0,NA,,,,,,,
451,India,CPI-Maoist,Islamic Movement of Kashmir,11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://www.satp.org/satporgtp/countries/india/terroristoutfits/simi.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Jaish-e-Mohammad (JeM),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/jaish_e_mohammad_mujahideen_e_tanzeem.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Jamaat-E-Islami (India/Pakistan),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,http://en.wikipedia.org/wiki/Jamaat-e-Islami_Hind,0,NA,,,,,,,
451,India,CPI-Maoist,Jamiat ul-Mujahedin (JuM),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/jamiat_ul_mujahideen.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Jammu and Kashmir Islamic Front,11,radwan,3,Government of India,750,NA,NA,NA,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/jamiat_ul_mujahideen.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Jharkhand Janmukti Parishad (JJP),8,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP http://www.satp.org/satporgtp/countries/india/maoist/Assessment/2012/Jharkhand.htm Another disturbing phenomenon was the fratricidal wars between various LWE groups in the State. These groups included the Swatantra Jan Sangharsh India Morcha (SJSIM), Sangharsh Janmukti Morcha (SJMM), Jharkhand Sangharsh Janmukti Morcha (JSJM), Peoples Liberation Front of India (PLFI), Tritiya Prastuti Committee (TPC), Jharkhand Prastuti Committee (JPC) and Jharkhand Janmukti Parishad (JJP), in addition to the CPI-Maoist.",0,NA,,,,,,,
451,India,CPI-Maoist,Jharkhand Liberation Tigers (JLT),8,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP http://www.satp.org/satporgtp/countries/india/maoist/Assessment/2009/Jharkhand.htm Jharkhand was grappling with six different LWE outfits, most of them breakaway factions of the CPI-Maoist. These included the Tritiya Prastuti Committee (TPC), Jharkhand Prastuti Committee (JPC), Jharkhand Liberation Tigers (JLT) also known as People's Liberation Front of India (PLFI), Jharkhand Jansangharsh Mukti Morcha and Sashastra People's Morcha(SPM).",0,NA,,,,,,,
451,India,CPI-Maoist,Kamtapur Liberation Organization (KLO),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,TOPS http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4643 ALSO SATP states that this group is either part of or is closely associated with the Coordination Committee (CORCOM) http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/klo.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Kanglei Yawol Kanna Lup (KYKL),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,"TOPS http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4516 The Kanglei Yawol Kanna Lup (KYKL) is an ethnic Metei group based in Manipur, India. The KYKL was formed in January 1994 from factions of the United National Liberation Front, Kangleipak Communist Party (KCP), and People's Revolutionary Party of Kangleipak (PREPAK). CONFLICTING REPORTS as to whether this group is part of the Coordinating Committee (CORCOM)",0,NA,,,,,,,
451,India,CPI-Maoist,Kangleipak Communist Party (KCP),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 764 For alliances and other links SEE http://www.satp.org/satporgtp/countries/india/states/manipur/terrorist_outfits/KCP_tl.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Karbi Longri National Liberation Front (KLNLF),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP The Karbi Longri North Cachar Hills Liberation Front (KLNLF), a breakaway faction of the United Peoples Democratic Solidarity (UPDS), was formed on May 16, 2004 The outfit maintains close links with the United Liberation Front of Asom (ULFA). It also reportedly has links with the Nagaland-based National Socialist Council of Nagaland - Isak-Muivah (NSCN-IM). http://satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/KLNLF.HTM",0,NA,,,,,,,
451,India,CPI-Maoist,Karbi Longri North Cachar Liberation Front (KLNLF),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP The Karbi Longri North Cachar Hills Liberation Front (KLNLF), a breakaway faction of the United Peoples Democratic Solidarity (UPDS), was formed on May 16, 2004 The outfit maintains close links with the United Liberation Front of Asom (ULFA). It also reportedly has links with the Nagaland-based National Socialist Council of Nagaland - Isak-Muivah (NSCN-IM). http://satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/KLNLF.HTM",0,NA,,,,,,,
451,India,CPI-Maoist,Karbi People's Liberation Tigers (KPLT),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/KPLT.HTM   ---- The Karbi People's Liberation Tiger (KPLT), earlier known as Anti-Talks Factions of Karbi Longri North Cachar Hills Liberation Front (KLNLF-ATF) was formed at an undisclosed location on January 8, 2011. The outfit was formed with 25 cadres of KLNLF-ATF who formally rechristened itself as KPLT.",0,NA,,,,,,,
451,India,CPI-Maoist,Karbi Tribe,12,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/dhd.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Khasi Students Union,-99,radwan,3,Government of India,750,NA,NA,NA,TRAC,"http://www.trackingterrorism.org/group/khasi-students-union-ksu UCDP also says that the CPI M gets a lot of financial and arm support from Kashmiri insurgent groups, thought it doesnt specify which ones",0,NA,,,,,,,
451,India,CPI-Maoist,Kuki Liberation Army (KLA),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4102 This group is from Manipur,0,NA,,,,,,,
451,India,CPI-Maoist,Kuki National Army (KNA),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/manipur/terrorist_outfits/kna.htm A Manipur ethnic group,0,NA,,,,,,,
451,India,CPI-Maoist,Kuki National Front (KNF),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 788,0,NA,,,,,,,
451,India,CPI-Maoist,Kuki National Liberation Front (KNLF),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,KNLF is a Manipur militant group http://cdpsindia.org/manipur_incident.asp,0,NA,,,,,,,
451,India,CPI-Maoist,Kuki Revolutionary Army (KRA),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4653,0,NA,,,,,,,
451,India,CPI-Maoist,Kuki tribesmen,12,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Kurdistan Workers' Party (PKK),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 333,0,NA,,,,,,,
451,India,CPI-Maoist,Lashkar-e-Taiba (LeT),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=66,0,NA,,,,,,,
451,India,CPI-Maoist,Liberation Tigers of Tamil Eelam (LTTE),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 243,0,NA,,,,,,,
451,India,CPI-Maoist,Madhesh Mukti Sangram (MMS),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP List MMS as a Nepalese group http://www.satp.org/satporgtp/sair/Archives/sair9/9_39.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Madhesi Mukti Tigers (MMT),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP List MMT as a Nepalese group  http://www.satp.org/satporgtp/countries/nepal/terroristoutfits/MAO.html,0,NA,,,,,,,
451,India,CPI-Maoist,Mahaz-e-Inquilab,-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/mahaz-e-inquilab,0,NA,,,,,,,
451,India,CPI-Maoist,Manipur Naga People's Army (MNPA),11,radwan,3,Government of India,750,NA,NA,NA,other,"looks like separate conflict, not listed elsewhere in UCDP http://www.indiablooms.com/ColumnDetailsPage/columnDetails090713a.php",0,NA,,,,,,,
451,India,CPI-Maoist,Maoist Communist Center (MCC),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 406,0,NA,,,,,,,
451,India,CPI-Maoist,Maoist Communist Party of Manipur,11,radwan,3,Government of India,750,NA,NA,NA,other,They do not coordinate fights but do pledge moral support to one another http://en.wikipedia.org/wiki/Maoist_Communist_Party_of_Manipur,0,NA,,,,,,,
451,India,CPI-Maoist,Maoists,5,Morgan,3,Government of India,750,2004,2005,2012,SATP,SATP CPI_M is a maoist group,0,NA,,,,,,,
451,India,CPI-Maoist,Militants,5,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Miscreants,13,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Movement for the Emancipation of the Niger Delta (MEND),11,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/movement-emancipation-niger-delta-mend,0,NA,,,,,,,
451,India,CPI-Maoist,Muslim United Liberation Tigers of Assam (MULTA),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,SATP http://www.satp.org/satporgtp/countries/india/states/assam/terrorist_outfits/MULTA.htm,0,NA,,,,,,,
451,India,CPI-Maoist,Naga National Council (NNC),11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,"CGS pg 129 mention it briefly but then calls them the Naga Underground Rebels (NNC) on pg 131 ALSO TOPS  Under the Naga National Council (NNC), which was formed in 1946 to agitate for independence, Naga separatists waged war against the Indian army. http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=4585",0,NA,,,,,,,
451,India,CPI-Maoist,Naga People,12,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Naga People’s Council (NPC),11,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/naga-people%E2%80%99s-council,0,NA,,,,,,,
451,India,CPI-Maoist,National Democratic Front of Bodoland (NDFB),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 313; DyadID 785,0,NA,,,,,,,
451,India,CPI-Maoist,National Liberation Force of Bengalis (Bangali Janamukti Bahini),11,radwan,3,Government of India,750,NA,NA,NA,TRAC,http://www.trackingterrorism.org/group/naga-people%E2%80%99s-council,0,NA,,,,,,,
451,India,CPI-Maoist,National Liberation Front of Tripura (NLFT),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 269,0,NA,,,,,,,
451,India,CPI-Maoist,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,"DyadID 286 TOPS allies with ANVC. KLO, KYKL, NDFB, NLFT, PLA, PULF, UKLF, ULFA---RIVAL with UNLF, NSCN-K",0,NA,,,,,,,
451,India,CPI-Maoist,National Socialist Council of Nagaland-Khaplang (NSCN-K),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,"DyadID 453 ALLIES WITH: NDFB, PLA, ULFA (similar to its rival NSCN-IM),and UNLF  ---- RIVAL: NSCN-IM  SATP Khaplang (K) splinter group of National Socialist Council of Nagaland (NSCN) split occurred in 1988",0,NA,,,,,,,
451,India,CPI-Maoist,Naxalites,0,Morgan,3,Government of India,750,2004,2005,2012,SATP,"SATP http://www.satp.org/satporgtp/countries/india/terroristoutfits/CPI_M.htm since its inception on April 22, 1980, the PWG had been trying to bring all the Left Wing extremist groups (also called Naxalite) in India (numbering around 40) under its umbrella.  Term Naxalite changes usage over time.  before 2004, it is used as an umbrella term for Left Wing extremist groups; from 2004-2006 it refers primarily to CPI-Maoist (after the merger of MCC and PWG to form this group).  After 2006, it is used again as an umbrella term for LWE groups",0,NA,,,,,,,
451,India,CPI-Maoist,New People's Army (NPA),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 217,0,NA,,,,,,,
451,India,CPI-Maoist,Other,13,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Pahadi Cheetah,11,radwan,3,Government of India,750,NA,NA,NA,other,Separate group in souther Odashi,0,NA,,,,,,,
451,India,CPI-Maoist,Pattali Makkal Katchi (PMK),-96,radwan,3,Government of India,750,NA,NA,NA,other,"Do not physically coordinate attacks but PMK is a political party that has formed an alliance with the CPI and CPI Marxist, though not Moaist  Democratic Progressive Alliance (DPA) is an alliance of Indian political parties formed by the Dravida Munnetra Kazhagam (DMK) in 2004 and 2014.",0,NA,,,,,,,
451,India,CPI-Maoist,People's Committee against Police Atrocities (PCPA),3,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP 61 Maoists, including cadres of the Maoist-backed Peoples Committee against Police Atrocities (PCPA), were killed in the State in 2010 http://www.satp.org/satporgtp/sair/Archives/sair9/9_25.htm",0,NA,,,,,,,
451,India,CPI-Maoist,People's Liberation Army (India),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 325 SATP People's Liberation Army (PLA) in Manipur PART of the Coordination Committee (CORCOM),0,NA,,,,,,,
451,India,CPI-Maoist,People's Liberation Front of India,3,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"This article and others call them a breakway group of CPI-Mao (in 2007) ""Jharkhand police arrested Jetha Kachhap (30), a top commander of People's Liberation Front of India, a breakaway faction of the CPI Maoists, from his hideout on the border of Ranchi and Khunti in a raid conducted at Tupudana area"" http://timesofindia.indiatimes.com/india/Top-Peoples-Liberation-Front-of-India-leader-arrested-in-Jharkhand/articleshow/39604681.cms AND TRAC has something on them http://www.trackingterrorism.org/group/people%E2%80%99s-liberation-front-india-plfi",0,NA,,,,,,,
451,India,CPI-Maoist,People's Revolutionary Party of Kangleipak (PREPAK),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,"DyadID 766 SATP People's Revolutionary Party of Kangleipak (PREPAK) in Manipur The Peoples Revolutionary Party of Kangleipak (PREPAK) was formed under the leadership of R.K. Tulachandra on October 9, 1977. AND is part of the Coordination Committee (CORCOM) SATP: CorCom, the conglomerate body of seven militant outfits namely KCP, KYKL, PREPAK, PREPAK-Pro, RPF, UNLF and UPPK ALSO PREPAK is part of Manipur Peoples Liberation Front (MPLF) with UNLF and PLA",0,NA,,,,,,,
451,India,CPI-Maoist,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),11,Morgan,3,Government of India,750,2004,2005,2012,OTHER,"SATP This is just a name change to the PREPAK it seems like this has occurred in 2010 May 31: PREPAK 'assistant secretary' publicity and propaganda in-charge, 'Major' N Sunil in a press meet with reporters in a hill District announced that the PREPAK was rechristened as PREPAK (Progressive) in short PREPAK (pro). He said that there will be no PREPAK (GS) and the new name will be applied from June 1. http://www.satp.org/satporgtp/countries/india/states/manipur/terrorist_outfits/PREPAK_tl.htm  ALSO PREPAK is part of Manipur Peoples Liberation Front (MPLF) with UNLF and PLA",0,NA,,,,,,,
451,India,CPI-Maoist,People's United Liberation Front (PULF),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 772,0,NA,,,,,,,
451,India,CPI-Maoist,People's War Group (PWG),10,Morgan,3,Government of India,750,2004,2005,2012,d2013,DyadID 405,0,NA,,,,,,,
451,India,CPI-Maoist,Rashtriya Swayamsevak Sangh,-99,Morgan,3,Government of India,750,2004,2005,2012,TRAC,http://www.trackingterrorism.org/group/rashtriya-swayamsevak-sangh-rss,0,NA,,,,,,,
451,India,CPI-Maoist,Save Kashmir Movement,11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=3504,0,NA,,,,,,,
451,India,CPI-Maoist,Separatists,12,Morgan,3,Government of India,750,2004,2005,2012,,,0,NA,,,,,,,
451,India,CPI-Maoist,Shiv Sena,11,Morgan,3,Government of India,750,2004,2005,2012,TOPS,Hindu nationalist political organization http://www.start.umd.edu/tops/terrorist_organization_profile.asp?id=3960,0,NA,,,,,,,
